"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-01-29","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-01-30","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-01-31","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-01","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-02","4.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-03","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-04","0.9",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-05","0.6",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-06","5.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-07","5.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-08","7.4",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-09","2.7",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-10","10.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-11","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-12","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-13","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-14","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-15","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-16","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-17","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-18","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-19","1.7",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-20","8.8",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-21","4.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-22","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-23","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-24","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-25","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-26","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-27","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-02-28","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-01","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-02","1.1",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-03","10.3",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-04","9.8",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-05","11.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-06","9.4",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-07","1.9",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-08","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-09","5.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-10","1.4",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-11","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-12","16.6",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-13","2.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-14","3.1",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-15","8.9",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-16","7.7",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-17","0.7",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-18","0.2",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-19","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-20","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-21","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-22","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-23","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-24","2.7",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-25","0.3",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-26","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-27","0.2",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-28","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-29","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-30","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-03-31","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-01","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-02","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-03","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-04","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-05","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-06","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-07","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-08","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-09","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-10","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-11","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-12","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-13","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-14","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-15","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-16","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-17","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-18","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-19","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-20","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-21","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-22","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-23","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-24","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-25","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-26","4.7",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-27","3.8",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-28","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-29","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-04-30","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-01","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-02","1.9",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-03","4.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-04","0.3",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-05","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-06","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-07","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-08","3.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-09","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-10","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-11","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-12","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-13","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-14","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-15","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-16","1.4",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-17","3.8",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-18","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-19","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-20","1.6",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-21","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-22","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-23","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-24","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-25","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-26","5.1",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-27","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-28","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-29","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-30","4.3",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-05-31","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-01","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-02","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-03","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-04","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-05","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-06","7.4",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-07","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-08","2.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-09","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-10","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-11","11.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-12","20.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-13","3.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-14","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-15","15.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-16","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-17","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-18","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-19","1.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-20","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-21","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-22","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-23","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-24","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-25","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-26","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-27","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-28","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-29","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-06-30","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-01","6.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-02","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-03","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-04","5.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-05","1.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-06","2.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-07","4.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-08","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-09","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-10","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-11","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-12","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-13","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-14","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-15","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-16","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-17","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-18","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-19","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-20","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-21","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-22","3.1",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-23","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-24","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-25","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-26","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-27","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-28","7.6",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-29","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-30","0.1",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-07-31","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-01","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-02","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-03","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-04","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-05","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-06","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-07","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-08","6.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-09","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-10","0.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-11","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-12","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-13","9.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-14","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-15","4.8",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-16","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-17","6.8",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-18","5.8",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-19","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-20","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-21","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-22","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-23","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-24","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-25","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-26","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-27","5.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-28","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-29","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-30","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-08-31","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-01","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-02","1.2",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-03","2.6",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-04","0.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-05","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-06","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-07","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-08","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-09","2.4",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-10","17.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-11","6.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-12","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-13","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-14","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-15","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-16","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-17","2.1",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-18","0.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-19","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-20","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-21","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-22","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-23","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-24","0.6",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-25","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-26","0.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-27","3.5",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-28","3.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-29","1.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-09-30","1.4",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-10-01","0.4",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-10-02","2.2",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-10-03","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-10-04","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-10-05","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-10-06","0.0",",,E",,,,,,
"SWE00137536","MALMO, SW","55.61","13.08","20.0","2019-10-07","1.2",",,E",,,,,,
